name,operator,operator:wikidata,Street Address,addr:housenumber,addr:street,addr:unit,description,addr:city,addr:state,addr:postcode,Phone Number,phone,Access Days Time,opening_hours,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,network,network:wikidata,network:website,Latitude,Longitude,EV Connector Types,,,socket:type1,socket:type1_combo,socket:chademo,socket:nacs
DELTA AIR LINES CAMP CREEK 10,Delta Air Lines,Q188920,3939 Northwest Dr,3939,Northwest Drive,,Delta Employees Only,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64604,-84.46154,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK 6,Delta Air Lines,Q188920,3939 Northwest Dr,3939,Northwest Drive,,Delta Employees Only,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64603,-84.46149,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK 9,Delta Air Lines,Q188920,3939 Northwest Dr,3939,Northwest Drive,,Delta Employees Only,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.6459,-84.46178,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK 8,Delta Air Lines,Q188920,3939 Northwest Dr,3939,Northwest Drive,,,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.6459,-84.46164,J1772,,,yes,,,
DELTA AIR LINES CAMP CREEK 7,Delta Air Lines,Q188920,3939 Northwest Dr,3939,Northwest Drive,,These stations are for Delta Employee use,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64589,-84.46149,J1772,,,yes,,,
GEORGIA POWER LAVISTA DC,,,3959 LaVista Rd,3959,Lavista Road,,,Tucker,GA,30084,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.84398,-84.25663,CHADEMO,J1772COMBO,,,yes,yes,
DELTA AIR LINES DELTA DFP 2,Delta Air Lines,Q188920,3980 Tradeport Blvd,3980,Tradeport Boulevard,,East corner rear parking lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64596,-84.39282,J1772,,,yes,,,
DELTA AIR LINES DELTA DFP 1,Delta Air Lines,Q188920,3980 Tradeport Blvd,3980,Tradeport Boulevard,,East side rear parking lot,Atlanta,GA,30354,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64584,-84.39285,J1772,,,yes,,,
GEORGIA POWER RCHMND HILL DC2,,,3980 US-17,3980,US-17,,,Richmond Hill,GA,31324,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.93051,-81.32796,J1772COMBO,TESLA,,,yes,,yes
GEORGIA POWER RCHMND HILL DC1,,,3980 US-17,3980,US-17,,,Richmond Hill,GA,31324,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.93049,-81.32793,CHADEMO,J1772COMBO,,,yes,yes,
SE Regional Office #350,,,3980 Venture Drive,3980,Venture Drive,,,Duluth,GA,30136,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.94801,-84.14452,J1772,,,yes,,,
Tara Crossing,Tara Crossing,,399 Upper Riverdale Rd,399,Upper Riverdale Road,,,Jonesboro,GA,30236,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,33.58254,-84.37876,CHADEMO,J1772COMBO,,,yes,yes,
EMORY ONE EMORY 7,Emory University,Q621043,4 Executive Park Dr NE,4,Executive Park Drive Northeast,,,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.82899,-84.333,J1772,,,yes,,,
EMORY ONE EMORY 3,Emory University,Q621043,4 Executive Park E,4,Executive Park East,,,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.82891,-84.33307,J1772,,,yes,,,
Springhill Suites,Springhill Suites,Q7580351,4 Gateway Blvd,4,Gateway Boulevard,,,Savannah,GA,31419,800-636-0986,+1-800-636-0986,24 hours daily,24/7,,2,,,Non-Networked,,,,32.00471,-81.2794,J1772,,,yes,,,
TownPlace Suites,Townplace Suites,,4 Jay R Turner Dr,4,Jay R Turner Drive,,,Savannah,GA,31408,800-636-0986,+1-800-636-0986,24 hours daily,24/7,,2,,,Non-Networked,,,,32.13985,-81.23417,J1772,,,yes,,,
CCGVT CSN-01790775,,,400 4th St,400,4th Street,,,Columbus,GA,31901,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.45144,-84.9842,J1772,,,yes,,,
CCGVT CSN-01790774,,,400 4th St,400,4th Street,,,Columbus,GA,31901,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.45142,-84.98419,J1772,,,yes,,,
CCGVT CSN-01790776,,,400 4th St,400,4th Street,,,Columbus,GA,31901,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.45137,-84.98419,J1772,,,yes,,,
CCGVT CSN-01790773,,,400 4th St,400,4th Street,,,Columbus,GA,31901,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.4515,-84.98418,J1772,,,yes,,,
Avalon - Tesla Supercharger,Avalon,,400 Avalon Boulevard,400,Avalon Boulevard,,,Alpharetta,GA,30009,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,10,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.07137,-84.27536,TESLA,,,,,,yes
Shops at Belmont,The Shops at Belmont,,400 Belmont Place Southeast,400,Belmont Place Southeast,,,Smyrna,GA,30080,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,1,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.89354,-84.52236,J1772,,,yes,,,
Town Center at Cobb,,,400 Ernest W Barrett Pkwy NW,400,Ernest W Barrett Parkway Northwest,,,Kennesaw,GA,30144,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,2,1,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,34.01891,-84.56422,CHADEMO,J1772,J1772COMBO,yes,yes,yes,
Galleria 400,,,400 Galleria Parkway,400,Galleria Parkway,,,Atlanta,GA,30339,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.88673,-84.46154,J1772,,,yes,,,
UGA UGA HULL DECK 2,University of Georgia,Q761534,400 S Hull St,400,South Hull Street,,Hull Street Deck,Athens,GA,30605,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.95279,-83.37862,J1772,,,yes,,,
UGA UGA HULL DECK 1,University of Georgia,Q761534,400 S Hull St,400,South Hull Street,,Hull Street Deck,Athens,GA,30605,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.9529,-83.37869,J1772,,,yes,,,
Liberty Street Parking Garage - Tesla Destination,,,401 W Liberty St,401,West Liberty Street,,,Savannah,GA,31401,877-798-3752,+1-877-798-3752,,,,4,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.07556,-81.09798,J1772,TESLA,,yes,,,yes
Holiday Inn Express & Suites Warner Robins - Tesla Destination,Holiday Inn Express,Q5880423,4020 Watson Blvd,4020,Watson Boulevard,,,Warner Robins,GA,31093,877-798-3752,+1-877-798-3752,,,,8,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.61664,-83.699,J1772,TESLA,,yes,,,yes
Atlanta Evergreen Marriott Conference Resort - Tesla Destination,Marriott,Q1141173,4021 Lakeview Dr,4021,Lakeview Drive,,,Stone Mountain,GA,30083,877-798-3752,+1-877-798-3752,,,,3,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.7985,-84.13043,J1772,TESLA,,yes,,,yes
GERALD JONES CT4021-GW1,,,4024 Washington Rd,4024,Washington Road,,,Augusta,GA,30907,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.51095,-82.10617,J1772,,,yes,,,
KENNESAW HAWTHORNE EV1,,,4045 George Busbee Pkwy NW,4045,George Busbee Parkway Northwest,,,Kennesaw,GA,30144,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.05075,-84.58616,J1772,,,yes,,,
GEORGIA POWER CANTON DC1,,,4045 Marietta Hwy,4045,Marietta Highway,,Grocery,Canton,GA,30114,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.193,-84.50763,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER CANTON DC2,,,4045 Marietta Hwy,4045,Marietta Highway,,Grocery,Canton,GA,30114,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.193,-84.50765,CHADEMO,J1772COMBO,,,yes,yes,
Nissan South Union City,Nissan Motor Corporation,Q20165,4080 Jonesboro Rd,4080,Jonesboro Road,,,Union City,GA,30291,,,Dealership business hours,,,,1,1,,,,Non-Networked,200-8,33.56458,,,,,,,
Apago,,,4080 McGinnis Ferry Road,4080,Mcginnis Ferry Road,,,Alpharetta,GA,30005,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.10237,-84.23664,J1772,,,yes,,,
Legacy Ford of McDonough,Ford Motor Company,Q44294,413 Industrial Blvd,413,Industrial Boulevard,,,McDonough,GA,30253,770-914-2800,+1-770-914-2800,24 hours daily,24/7,,,4,,FORD_CHARGE,BlueOval,Q44294,https://www.ford.com/support/category/electric-vehicle/charging/public-charging/,33.41912,-84.1688,J1772COMBO,,,,yes,,
The Exchange Calhoun Apartments,,,415 Curtis Parkway Southeast,415,Curtis Parkway Southeast,,,Calhoun,GA,30701,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.51102,-84.92374,J1772,,,yes,,,
Indigo Energy – Main Street Park,,,415 Highway 53,415,Highway 53,,,Dawsonville,GA,30534,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,2,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.41856,-84.11129,J1772,,,yes,,,
York House Inn - Tesla Destination,York House Inn,,416 York House Rd,416,York House Road,,,Rabun Gap,GA,30568,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,34.93743,-83.38317,J1772,TESLA,,yes,,,yes
TAYLOR BMW TAYLOR BMW 2,BMW,Q26678,4180 Washington Rd,4180,Washington Road,,,Augusta,GA,30907,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.51881,-82.11762,J1772,,,yes,,,
TAYLOR BMW TAYLOR BMW 1,BMW,Q26678,4180 Washington Rd,4180,Washington Road,,,Augusta,GA,30907,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.5188,-82.11783,J1772,,,yes,,,
HJAIA LEVEL3 STATION1,,,4199 Skytrain Way,4199,Skytrain Way,,Level 3 near G4,College Park,GA,30337,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64087,-84.45948,J1772,,,yes,,,
GE Campus,General Electric,Q54173,4200 Wildwood Pkwy,4200,Wildwood Parkway,,,Atlanta,GA,30339,678-844-6000,+1-678-844-6000,24 hours daily,24/7,,2,,,Non-Networked,,,,33.91344,-84.45655,J1772,,,yes,,,
ALM CARS ALMB-ST04,,,4228 Buford Dr,4228,Buford Drive,,,Buford,GA,30518,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.0918,-84.00781,J1772,,,yes,,,
ALM CARS ALMB-ST05,,,4228 Buford Dr,4228,Buford Drive,,,Buford,GA,30518,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.09176,-84.00783,J1772,,,yes,,,
YKKAP America,,,4234 Ocmulgee East Boulevard,4234,Ocmulgee East Boulevard,,,Macon,GA,31217,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,32.81196,-83.56745,J1772,,,yes,,,
"Target T1390 (Tucker, GA)",Target,Q1046951,4241 Lavista Rd,4241,Lavista Road,,,Tucker,GA,30084,833-632-2778,+1-833-632-2778,24 hours daily,24/7,,,4,,Electrify America,Electrify America,Q59773555,https://www.electrifyamerica.com,33.84567,-84.24504,J1772COMBO,,,,yes,,
Chase Bank - 4241 Roswell Rd,Chase Bank,Q524629,4241 Roswell Rd NE,4241,Roswell Road Northeast,,,Atlanta,GA,30342,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,33.87037,-84.38019,CHADEMO,J1772COMBO,,,yes,yes,
The Heights at Millcroft Apartments,,,4271 Woodward Mill Road,4271,Woodward Mill Road,,,Sugar Hill,GA,30518,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,3,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.0814,-84.03524,J1772,,,yes,,,
Stone Mountain Nissan,Nissan Motor Corporation,Q20165,4275 Highway 78,4275,Highway 78,,,Lilburn,GA,30047,678-252-3100,+1-678-252-3100,Dealership business hours,,,1,1,,Non-Networked,,,,33.83581,-84.07828,CHADEMO,J1772,,yes,,yes,
GEORGIA POWER VININGS L2,,,4300 Paces Ferry Rd,4300,Paces Ferry Road,,,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.86438,-84.46674,J1772,,,yes,,,
GEORGIA POWER VININGS DC1,,,4300 Paces Ferry Rd SE,4300,Paces Ferry Road Southeast,,,Atlanta,GA,30339,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.86576,-84.46693,CHADEMO,J1772COMBO,,,yes,yes,
Steak 'n Shake - Tesla Supercharger,Steak 'n Shake,Q7605233,4329 Belair Frontage Road,4329,Belair Frontage Road,,,Augusta,GA,30909,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,10,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.48166,-82.13025,TESLA,,,,,,yes
Audi South Atlanta,Audi AG,Q23317,4332 Jonesboro Rd,4332,Jonesboro Road,,,Union City,GA,30291,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,1,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.56688,-84.52944,J1772,,,yes,,,
Gerald Jones Lincoln,Lincoln Motor Company,Q216796,4333 Washington Rd,4333,Washington Road,,,Evans,GA,30809,706-854-9200,+1-706-854-9200,Dealership business hours,,,1,,,Non-Networked,,,,33.5401,-82.13038,J1772,,,yes,,,
NoFo Brew Gainesville,,,434 High St W,434,High Street West,,,Gainesville,GA,30501,844-765-0150,+1-844-765-0150,24 hours daily,24/7,,2,,,AUTEL,Autel,Q132727444,https://autelenergy.us,34.29061,-83.82434,J1772,,,yes,,,
The Gillen House Luxury Bed and Breakfast - Tesla Destination,The Gillen House Luxury Bed and Breakfast,,435 Union Point Road,435,Union Point Road,,,Maxeys,GA,30667,877-798-3752,+1-877-798-3752,,,,1,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.75398,-83.17415,TESLA,,,,,,yes
Crowne Plaza Atlanta Perimeter At Ravinia - Tesla Destination,Crowne Plaza,Q2746220,4355 Ashford Dunwoody Rd NE,4355,Ashford Dunwoody Road Northeast,,,Atlanta,GA,30346,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.92092,-84.33779,TESLA,,,,,,yes
POTAMKINHYUNDAI SHOWROOM 2,Hyundai Motor Company,Q55931,4355 GA-10,4355,GA-10,,,Lilburn,GA,30047,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83524,-84.08142,CHADEMO,J1772COMBO,,,yes,yes,
POTAMKINHYUNDAI SHOWROOM 1,Hyundai Motor Company,Q55931,4355 GA-10,4355,GA-10,,,Lilburn,GA,30047,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83524,-84.08137,CHADEMO,J1772COMBO,,,yes,yes,
POTAMKINHYUNDAI STATION 1A,Hyundai Motor Company,Q55931,4355 Stone Mountain Hwy,4355,Stone Mountain Highway,,,Lilburn,GA,30047,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83539,-84.08134,J1772,,,yes,,,
POTAMKINHYUNDAI STATION 2A,Hyundai Motor Company,Q55931,4355 Stone Mountain Hwy,4355,Stone Mountain Highway,,,Lilburn,GA,30047,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83533,-84.08146,J1772,,,yes,,,
CITY-BROOKHAVEN CITY HALL 2,City of Brookhaven,,4362 Peachtree Rd,4362,Peachtree Road,,,Brookhaven,GA,30319,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.87076,-84.33395,J1772,,,yes,,,
CITY-BROOKHAVEN CITY HALL 1,,,4362 Peachtree Rd,4362,Peachtree Road,,,Brookhaven,GA,30319,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.8708,-84.33391,J1772,,,yes,,,
TRI-COUNTY EMC EV STATION 01,,,4381 State Hwy 11,4381,State Highway 11,,Located in the Tri-County EMC parking lot.,Gray,GA,31032,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.00272,-83.55064,J1772,,,yes,,,
BROADCOM DULUTH 01,,,4385 River Green Pkwy,4385,River Green Parkway,,Station is for Broadcom Employees Only,Duluth,GA,30096,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.02099,-84.16715,J1772,,,yes,,,
Dairy Queen - Tesla Supercharger,Dairy Queen,Q1141226,439 Pooler Pkwy,439,Pooler Parkway,,,Pooler,GA,31322,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,8,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,32.13582,-81.25259,TESLA,,,,,,yes
The Burge Club,,,44 Jeff Cook Rd,44,Jeff Cook Road,,,Mansfield,GA,30055,888-385-6671,+1-888-385-6671,24 hours daily,24/7,,1,,,LOOP,Loop,,https://loopglobal.com,33.54731,-83.72907,J1772,,,yes,,,
Main Street at Town Center - Tesla Supercharger,Main Street at Town Center,,440  Ernest W Barrett Pkwy NW,440, Ernest W Barrett Parkway Northwest,,,Kennesaw,GA,30144,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.01287,-84.56492,TESLA,,,,,,yes
"TA, HWY 17, GA",,,4401 HWY 17,4401,Highway 17,,,Richmond Hill,GA,31324,1-833-277-8573,+1-833-277-8573,24 hours daily,24/7,,,12,,BP_PULSE,BP Pulse,Q39057719,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,31.92574,-81.33296,J1772COMBO,,,,yes,,
GEORGIA POWER N SHALLOW L2,,,4404 North Shallowford Rd,4404,North Shallowford Road,,Located outside of the gate,Atlanta,GA,30338,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.92105,-84.30582,J1772,,,yes,,,
GEORGIA POWER N. SHALLOW DC,,,4404 North Shallowford Rd,4404,North Shallowford Road,,Located outside and before the gate,Atlanta,GA,30338,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.92103,-84.30586,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER SHALLOWFORD EXP,,,4404 North Shallowford Rd,4404,North Shallowford Road,,the Station is located before the gate off of N Shallowford Rd,Atlanta,GA,30338,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.92092,-84.30586,J1772COMBO,,,,yes,,
IKEA USA ATLANTA 2,IKEA,Q54078,441 16th St NW,441,16th Street Northwest,,,Atlanta,GA,30363,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.78865,-84.40431,J1772,,,yes,,,
IKEA USA ATLANTA 1,IKEA,Q54078,441 16th St NW,441,16th Street Northwest,,,Atlanta,GA,30363,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.78866,-84.40427,J1772,,,yes,,,
IKEA USA ATLANTA 3,IKEA,Q54078,441 16th St NW,441,16th Street Northwest,,,Atlanta,GA,30363,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.78874,-84.4041,J1772,,,yes,,,
Sixes Ridge,,,4416 Holly Springs Parkway,4416,Holly Springs Parkway,,,Holly Springs,GA,30115,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,6,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.1504,-84.51095,J1772,,,yes,,,
The Centre on Hugh Howell - Tesla Supercharger,The Centre on Hugh Howell,,4420 Hugh Howell Rd,4420,Hugh Howell Road,,,Tucker,GA,30084,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,33.85248,-84.2074,TESLA,,,,,,yes
Pilot Travel Center 192,Pilot / Flying J,Q1434601,4431 Union Road,4431,Union Road,,,Tifton,GA,31794,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,31.42806,-83.51688,J1772COMBO,,,,yes,,
Holiday Inn Express Augusta Downtown - Tesla Destination,Holiday Inn Express,Q5880423,444 Broad St,444,Broad Street,,,Augusta,GA,30901,877-798-3752,+1-877-798-3752,,,,2,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.47212,-81.95817,J1772,TESLA,,yes,,,yes
